
      1    648    162      1
    1 -0.5750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1 -0.6250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1 -0.6750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1 -0.7250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.2500000E+01  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.7500000E+01  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.1250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.1750000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.2250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.2750000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.3250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.3750000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.4250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.4750000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.5250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.5750000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.6250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.6750000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.7250000E+02  0.1500000E+02 -0.7500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.2500000E+01  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.7500000E+01  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.1250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.1750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.2250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.2750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.3250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.3750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.4250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.4750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.5250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.5750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.6250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.6750000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.7250000E+02  0.1500000E+02 -0.2500000E+01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2500000E+02
    1  0.7500000E+02  0.2500000E+01 -0.7500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.2500000E+02
    1  0.7500000E+02  0.7500000E+01 -0.7500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.2500000E+02
    1  0.7500000E+02  0.1250000E+02 -0.7500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.2500000E+02
    1  0.7500000E+02  0.2500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.2500000E+02
    1  0.7500000E+02  0.7500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.2500000E+02
    1  0.7500000E+02  0.1250000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.2500000E+02
    1 -0.7250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.7250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.7250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.6750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.6750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.6750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.6250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.6250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.6250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.5750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.5750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.5750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.5250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.5250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.5250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.4750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.4750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.4750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.4250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.4250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.4250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.3750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.3750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.3750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.3250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.3250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.3250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.1750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.1750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.1750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.1250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.1250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.1250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.7500000E+01  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.7500000E+01  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.7500000E+01  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2500000E+01  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2500000E+01  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1 -0.2500000E+01  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2500000E+01  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2500000E+01  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2500000E+01  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.7500000E+01  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.7500000E+01  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.7500000E+01  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.1250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.1250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.1250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.1750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.1750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.1750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.2750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.3250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.3250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.3250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.3750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.3750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.3750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.4250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.4250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.4250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.4750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.4750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.4750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.5250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.5250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.5250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.5750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.5750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.5750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.6250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.6250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.6250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.6750000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.6750000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.6750000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.7250000E+02  0.1250000E+02 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.7250000E+02  0.7500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
    1  0.7250000E+02  0.2500000E+01 -0.1000000E+02  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.2500000E+02
           0
